もと父親,"Map088.json,events,1,name"
「（通过水晶的力量变成这样的前人类男性。,"Map088.json,events,20,pages,7,list,28,parameters,0"
\.\.\.如果这样说，这个人会有什么反应呢）」,"Map088.json,events,20,pages,7,list,29,parameters,0"
作为魔物娘研究家的他，,"Map088.json,events,20,pages,7,list,31,parameters,0"
肯定会立刻扑过来吧。,"Map088.json,events,20,pages,7,list,32,parameters,0"
只能祈祷不要陷入这种情况，,"Map088.json,events,20,pages,7,list,33,parameters,0"
不得不回答的境地。,"Map088.json,events,20,pages,7,list,34,parameters,0"
男人,"Map088.json,events,20,pages,8,list,1,parameters,0"
「如果有机会的话，请多关照」,"Map088.json,events,20,pages,8,list,2,parameters,0"
女孩,"Map088.json,events,20,pages,9,list,2,parameters,0"
「呜……明明是为了调查魔物娘,"Map088.json,events,20,pages,9,list,3,parameters,0"
结果自己也变成了魔物娘，而且,"Map088.json,events,20,pages,9,list,4,parameters,0"
刚刚回到原来的身体，却变成了这么小的身体……」,"Map088.json,events,20,pages,9,list,5,parameters,0"
女孩,"Map088.json,events,20,pages,9,list,7,parameters,0"
「魅魔化的时候，真的很开心，做了很多事情。,"Map088.json,events,20,pages,9,list,8,parameters,0"
这是报应吗……。,"Map088.json,events,20,pages,9,list,9,parameters,0"
这样就无法进行魔物娘的调查了……\.\.\.呜呜」,"Map088.json,events,20,pages,9,list,10,parameters,0"
眼前是一个哭泣的女孩。,"Map088.json,events,20,pages,9,list,12,parameters,0"
无论是外表还是举止都像个少女一样,"Map088.json,events,20,pages,9,list,13,parameters,0"
这个少女在事件之前也是个男性吧……。,"Map088.json,events,20,pages,9,list,14,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,9,list,16,parameters,0"
「（精神面也完全是女孩子……不对，这是）」,"Map088.json,events,20,pages,9,list,17,parameters,0"
不仅仅是性别变了，年龄也回到了过去。,"Map088.json,events,20,pages,9,list,19,parameters,0"
连内心也变得与外表相符了。,"Map088.json,events,20,pages,9,list,20,parameters,0"
没有别人的帮助就无法生活了吧？,"Map088.json,events,20,pages,9,list,21,parameters,0"
女孩,"Map088.json,events,20,pages,9,list,23,parameters,0"
「魅魔姐姐，救救我～」,"Map088.json,events,20,pages,9,list,24,parameters,0"
握住下腹部的蕾丝部分的少女。,"Map088.json,events,20,pages,9,list,27,parameters,0"
对着低头哭泣的少女——。,"Map088.json,events,20,pages,9,list,28,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,9,list,31,parameters,0"
「（……好可爱♡\.\.想要♡）」,"Map088.json,events,20,pages,9,list,32,parameters,0"
现在，我在想些什么呢……？,"Map088.json,events,20,pages,9,list,36,parameters,0"
从胸前隐约可见的少女脸庞,"Map088.json,events,20,pages,9,list,37,parameters,0"
真是可爱得不得了……？,"Map088.json,events,20,pages,9,list,38,parameters,0"
仿佛想要保护小动物一样。,"Map088.json,events,20,pages,9,list,39,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,9,list,41,parameters,0"
「（冷静点……刚才只是觉得猫狗之类的,"Map088.json,events,20,pages,9,list,42,parameters,0"
可爱而已，和那种感情有点相似。,"Map088.json,events,20,pages,9,list,43,parameters,0"
只是对宠物的反应罢了……嗯）」,"Map088.json,events,20,pages,9,list,44,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,9,list,46,parameters,0"
「没事的。,"Map088.json,events,20,pages,9,list,47,parameters,0"
我会和认识的人说一下的……\.\.明白？」,"Map088.json,events,20,pages,9,list,48,parameters,0"
弯下腰，用柔和的声音说着「明白？」时稍微歪了一下头。\!,"Map088.json,events,20,pages,9,list,50,parameters,0"
完全是女性安抚幼小孩子时使用的话语。,"Map088.json,events,20,pages,9,list,51,parameters,0"
女孩的颤抖逐渐停止了。,"Map088.json,events,20,pages,9,list,52,parameters,0"
女孩,"Map088.json,events,20,pages,9,list,55,parameters,0"
「……真的吗？」,"Map088.json,events,20,pages,9,list,56,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,9,list,58,parameters,0"
「嗯，放心？」,"Map088.json,events,20,pages,9,list,59,parameters,0"
女孩,"Map088.json,events,20,pages,9,list,61,parameters,0"
「谢谢……」,"Map088.json,events,20,pages,9,list,62,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,9,list,64,parameters,0"
「那么，待会儿见」,"Map088.json,events,20,pages,9,list,65,parameters,0"
女孩,"Map088.json,events,20,pages,9,list,68,parameters,0"
「嗯！」,"Map088.json,events,20,pages,9,list,69,parameters,0"
终于冷静下来了。,"Map088.json,events,20,pages,9,list,71,parameters,0"
总之先离开这个地方。,"Map088.json,events,20,pages,9,list,72,parameters,0"
她想着等会儿找店长说一下。,"Map088.json,events,20,pages,9,list,73,parameters,0"
女孩,"Map088.json,events,20,pages,10,list,1,parameters,0"
「魔物娘的调查……希望还能再做一次」,"Map088.json,events,20,pages,10,list,2,parameters,0"
女孩,"Map088.json,events,20,pages,11,list,2,parameters,0"
「呜……明明是为了调查魔物娘,"Map088.json,events,20,pages,11,list,3,parameters,0"
结果自己也变成了魔物娘，而且,"Map088.json,events,20,pages,11,list,4,parameters,0"
刚刚回到原来的身体，却变成了这么小的身体……」,"Map088.json,events,20,pages,11,list,5,parameters,0"
女孩,"Map088.json,events,20,pages,11,list,7,parameters,0"
「魅魔化的时候，真是太开心了，做了很多事情。,"Map088.json,events,20,pages,11,list,8,parameters,0"
这是因为魅魔化的原因吗……。,"Map088.json,events,20,pages,11,list,9,parameters,0"
这样就无法进行魔物娘的调查了呢……」,"Map088.json,events,20,pages,11,list,10,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,11,list,12,parameters,0"
「（那个地下的萝莉魅魔化了吧……大概）」,"Map088.json,events,20,pages,11,list,13,parameters,0"
魅魔化时就像是得意忘形的孩子一样。,"Map088.json,events,20,pages,11,list,15,parameters,0"
但是，眼前的孩子却是一个看起来胆小的少女。,"Map088.json,events,20,pages,11,list,16,parameters,0"
这个人曾经也是个成年男性吧。,"Map088.json,events,20,pages,11,list,17,parameters,0"
女孩,"Map088.json,events,20,pages,11,list,19,parameters,0"
「这样的话，还是魅魔比较好吧……。,"Map088.json,events,20,pages,11,list,20,parameters,0"
我也想变得和姐姐一样」,"Map088.json,events,20,pages,11,list,21,parameters,0"
如果那样的话，世界就会毁灭。,"Map088.json,events,20,pages,11,list,24,parameters,0"
所以并没有错，这是无可奈何的事情。,"Map088.json,events,20,pages,11,list,25,parameters,0"
虽然觉得这是正确的论点……但是对于眼前的少女,"Map088.json,events,20,pages,11,list,27,parameters,0"
却无法说出任何话来。,"Map088.json,events,20,pages,11,list,28,parameters,0"
\C[27]清彦,"Map088.json,events,20,pages,11,list,30,parameters,0"
「（放任不管也感觉不好。,"Map088.json,events,20,pages,11,list,31,parameters,0"
是不是应该告诉店长，有这样的人存在）」,"Map088.json,events,20,pages,11,list,32,parameters,0"
女孩,"Map088.json,events,20,pages,12,list,1,parameters,0"
「至少如果身体还是魅魔的话就好了……」,"Map088.json,events,20,pages,12,list,2,parameters,0"
女孩,"Map088.json,events,21,name"
女孩,"Map088.json,events,21,pages,0,list,1,parameters,0"
「风好舒服呢」,"Map088.json,events,21,pages,0,list,2,parameters,0"
女孩,"Map088.json,events,21,pages,1,list,1,parameters,0"
「风好舒服呢」,"Map088.json,events,21,pages,1,list,2,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,1,list,4,parameters,0"
「（小女孩的血液……,"Map088.json,events,21,pages,1,list,5,parameters,0"
没有杂质，非常健康。,"Map088.json,events,21,pages,1,list,6,parameters,0"
吸起来一定很美味――。\!还是不要想这种事了）」,"Map088.json,events,21,pages,1,list,7,parameters,0"
女孩,"Map088.json,events,21,pages,2,list,1,parameters,0"
「风好舒服呢。,"Map088.json,events,21,pages,2,list,2,parameters,0"
顺便说一下姐姐,"Map088.json,events,21,pages,2,list,3,parameters,0"
从刚才开始裙子里的东西都看到了哦？」,"Map088.json,events,21,pages,2,list,4,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,2,list,7,parameters,0"
「诶」,"Map088.json,events,21,pages,2,list,8,parameters,0"
完全没有注意到。,"Map088.json,events,21,pages,2,list,10,parameters,0"
海风吹动着裙子，全身都感到凉爽。,"Map088.json,events,21,pages,2,list,11,parameters,0"
只是稍微按住，,"Map088.json,events,21,pages,2,list,12,parameters,0"
并没有看到里面的东西。,"Map088.json,events,21,pages,2,list,13,parameters,0"
女孩,"Map088.json,events,21,pages,2,list,15,parameters,0"
「姐姐，是第一次穿裙子吗？,"Map088.json,events,21,pages,2,list,16,parameters,0"
一定要注意啊？」,"Map088.json,events,21,pages,2,list,17,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,2,list,19,parameters,0"
「哈哈……嗯。我会注意的，嗯」,"Map088.json,events,21,pages,2,list,20,parameters,0"
想要恢复原样。,"Map088.json,events,21,pages,2,list,22,parameters,0"
现在她的脑海里，这句话一直在重复。,"Map088.json,events,21,pages,2,list,23,parameters,0"
女孩,"Map088.json,events,21,pages,3,list,1,parameters,0"
「风好舒服呢」,"Map088.json,events,21,pages,3,list,2,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,3,list,6,parameters,0"
「（……？为什么这个孩子一直盯着看呢？,"Map088.json,events,21,pages,3,list,7,parameters,0"
好像在看胸部」,"Map088.json,events,21,pages,3,list,8,parameters,0"
女孩,"Map088.json,events,21,pages,3,list,10,parameters,0"
「你知道吗，姐姐。,"Map088.json,events,21,pages,3,list,11,parameters,0"
胸部怎么才能变大？」,"Map088.json,events,21,pages,3,list,12,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,3,list,15,parameters,0"
「嗯……？」,"Map088.json,events,21,pages,3,list,16,parameters,0"
虽然有被看到胸部的经历……但是这个话题出乎意料。,"Map088.json,events,21,pages,3,list,18,parameters,0"
女孩用认真的表情盯着她的脸。,"Map088.json,events,21,pages,3,list,19,parameters,0"
\C[18]只有成年女性才能问的\C[0]问题吗。,"Map088.json,events,21,pages,3,list,21,parameters,0"
\!她稍微停顿了一下，移开了目光,"Map088.json,events,21,pages,3,list,22,parameters,0"
「啊——」轻声嘟囔着,"Map088.json,events,21,pages,3,list,23,parameters,0"
用变长的人指甲挠了挠脸颊。,"Map088.json,events,21,pages,3,list,24,parameters,0"
旅行中，她见过了很多人。,"Map088.json,events,21,pages,3,list,26,parameters,0"
也见过了很多女性。,"Map088.json,events,21,pages,3,list,27,parameters,0"
胸部大的人，胸部小的人……。,"Map088.json,events,21,pages,3,list,28,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,3,list,31,parameters,0"
「……牛奶吧」,"Map088.json,events,21,pages,3,list,32,parameters,0"
突然，她想起了在乡村工作的女性们。,"Map088.json,events,21,pages,3,list,34,parameters,0"
挤牛奶，然后销售……,"Map088.json,events,21,pages,3,list,35,parameters,0"
虽然不是每个人都是这样,"Map088.json,events,21,pages,3,list,36,parameters,0"
但是记得大部分女性的胸部都很大。,"Map088.json,events,21,pages,3,list,37,parameters,0"
女孩,"Map088.json,events,21,pages,3,list,39,parameters,0"
「牛奶？,"Map088.json,events,21,pages,3,list,40,parameters,0"
原来如此～……我明白了，谢谢！,"Map088.json,events,21,pages,3,list,41,parameters,0"
我去跟爸爸说一下！」,"Map088.json,events,21,pages,3,list,42,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,3,list,44,parameters,0"
「加油。我支持你」,"Map088.json,events,21,pages,3,list,45,parameters,0"
这样就可以了吗。,"Map088.json,events,21,pages,3,list,47,parameters,0"
\!虽然觉得回答得像模像样,"Map088.json,events,21,pages,3,list,48,parameters,0"
但是有没有对女孩撒谎呢？,"Map088.json,events,21,pages,3,list,49,parameters,0"
她心里有些不安，决定离开这个地方。,"Map088.json,events,21,pages,3,list,50,parameters,0"
是否再次观看事件？,"Map088.json,events,21,pages,4,list,1,parameters,0"
是,"Map088.json,events,21,pages,4,list,2,parameters,0,0"
否,"Map088.json,events,21,pages,4,list,2,parameters,0,1"
是,"Map088.json,events,21,pages,4,list,3,parameters,1"
女孩,"Map088.json,events,21,pages,4,list,5,parameters,0"
「风好舒服呢」,"Map088.json,events,21,pages,4,list,6,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,4,list,10,parameters,0"
「（……？为什么这个孩子一直盯着看呢？,"Map088.json,events,21,pages,4,list,11,parameters,0"
好像在看胸部）」,"Map088.json,events,21,pages,4,list,12,parameters,0"
女孩,"Map088.json,events,21,pages,4,list,14,parameters,0"
「你知道吗，姐姐。,"Map088.json,events,21,pages,4,list,15,parameters,0"
胸部怎么才能变大？」,"Map088.json,events,21,pages,4,list,16,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,4,list,19,parameters,0"
「嗯……？」,"Map088.json,events,21,pages,4,list,20,parameters,0"
虽然有被看到胸部的经历……但是这个话题出乎意料。,"Map088.json,events,21,pages,4,list,22,parameters,0"
女孩用认真的表情盯着她的脸。,"Map088.json,events,21,pages,4,list,23,parameters,0"
\C[18]只有成年女性才能问的\C[0]问题吗。,"Map088.json,events,21,pages,4,list,25,parameters,0"
\!她稍微停顿了一下，移开了目光,"Map088.json,events,21,pages,4,list,26,parameters,0"
「啊——」轻声嘟囔着,"Map088.json,events,21,pages,4,list,27,parameters,0"
用变长的人指甲挠了挠脸颊。,"Map088.json,events,21,pages,4,list,28,parameters,0"
旅行中，她见过了很多人。,"Map088.json,events,21,pages,4,list,30,parameters,0"
也见过了很多女性。,"Map088.json,events,21,pages,4,list,31,parameters,0"
胸部大的人，胸部小的人……。,"Map088.json,events,21,pages,4,list,32,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,4,list,35,parameters,0"
「……牛奶吧」,"Map088.json,events,21,pages,4,list,36,parameters,0"
突然，她想起了在乡村工作的女性们。,"Map088.json,events,21,pages,4,list,38,parameters,0"
挤牛奶，然后销售……,"Map088.json,events,21,pages,4,list,39,parameters,0"
虽然不是每个人都是这样,"Map088.json,events,21,pages,4,list,40,parameters,0"
但是记得大部分女性的胸部都很大。,"Map088.json,events,21,pages,4,list,41,parameters,0"
女孩,"Map088.json,events,21,pages,4,list,43,parameters,0"
「牛奶？,"Map088.json,events,21,pages,4,list,44,parameters,0"
原来如此～……我明白了，谢谢！,"Map088.json,events,21,pages,4,list,45,parameters,0"
我去跟爸爸说一下！」,"Map088.json,events,21,pages,4,list,46,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,4,list,48,parameters,0"
「加油。我支持你」,"Map088.json,events,21,pages,4,list,49,parameters,0"
这样就可以了吗。,"Map088.json,events,21,pages,4,list,51,parameters,0"
\!虽然觉得回答得像模像样,"Map088.json,events,21,pages,4,list,52,parameters,0"
但是有没有对女孩撒谎呢？,"Map088.json,events,21,pages,4,list,53,parameters,0"
她心里有些不安，决定离开这个地方。,"Map088.json,events,21,pages,4,list,54,parameters,0"
否,"Map088.json,events,21,pages,4,list,59,parameters,1"
女孩,"Map088.json,events,21,pages,5,list,2,parameters,0"
「摸摸～！」,"Map088.json,events,21,pages,5,list,3,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,5,list,5,parameters,0"
“诶？”,"Map088.json,events,21,pages,5,list,6,parameters,0"
一个女孩指着什么东西，眼睛闪闪发光。,"Map088.json,events,21,pages,5,list,8,parameters,0"
她的目光追随着晃动的尾巴。,"Map088.json,events,21,pages,5,list,9,parameters,0"
如果孩子对我这么感兴趣,"Map088.json,events,21,pages,5,list,11,parameters,0"
我也不能无视他们。,"Map088.json,events,21,pages,5,list,12,parameters,0"
虽然我很敏感，也有被变成植物的创伤,"Map088.json,events,21,pages,5,list,13,parameters,0"
虽然我不想让小妖狐碰我……,"Map088.json,events,21,pages,5,list,14,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,5,list,18,parameters,0"
「摸摸，可以吗？」,"Map088.json,events,21,pages,5,list,19,parameters,0"
女孩,"Map088.json,events,21,pages,5,list,22,parameters,0"
「可以吗？哇～！」,"Map088.json,events,21,pages,5,list,23,parameters,0"
试着说出大妖狐的样子,"Map088.json,events,21,pages,5,list,25,parameters,0"
可能是因为害羞，话语总是卡住。,"Map088.json,events,21,pages,5,list,26,parameters,0"
除了我和大妖狐，其他人还是第一次碰到我。,"Map088.json,events,21,pages,5,list,27,parameters,0"
当女孩轻轻触摸时,"Map088.json,events,21,pages,5,list,32,parameters,0"
她用全身紧紧地包裹住我『咕噜！』,"Map088.json,events,21,pages,5,list,33,parameters,0"
虽然只是孩子的力量，但我能感受到。,"Map088.json,events,21,pages,5,list,34,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,5,list,36,parameters,0"
「嗯嗯……♡,"Map088.json,events,21,pages,5,list,37,parameters,0"
（这、这是……）」,"Map088.json,events,21,pages,5,list,38,parameters,0"
闭上眼睛，静静忍耐。,"Map088.json,events,21,pages,5,list,40,parameters,0"
女孩胸中的尾巴动了起来。,"Map088.json,events,21,pages,5,list,41,parameters,0"
女孩紧紧抓住，不让它逃脱。,"Map088.json,events,21,pages,5,list,42,parameters,0"
女孩,"Map088.json,events,21,pages,5,list,45,parameters,0"
「嗯～～～！！！」,"Map088.json,events,21,pages,5,list,46,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,5,list,48,parameters,0"
「（这、这不好……！）,"Map088.json,events,21,pages,5,list,49,parameters,0"
对、对不起。差不多\.\.\.咳咳……！我、我要去了」,"Map088.json,events,21,pages,5,list,50,parameters,0"
最后强行停止，像是剥离一样。,"Map088.json,events,21,pages,5,list,56,parameters,0"
女孩表情有些不满足。,"Map088.json,events,21,pages,5,list,57,parameters,0"
虽然力量消失，腰也软了,"Map088.json,events,21,pages,5,list,58,parameters,0"
但还是设法开口。不想展示出尴尬的一面。,"Map088.json,events,21,pages,5,list,59,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,5,list,61,parameters,0"
「那、\.\.再、\.\.下、\.\.次、\.\.吧？」,"Map088.json,events,21,pages,5,list,62,parameters,0"
女孩,"Map088.json,events,21,pages,5,list,64,parameters,0"
「呜～～～。,"Map088.json,events,21,pages,5,list,65,parameters,0"
下次要玩得更开心哦！」,"Map088.json,events,21,pages,5,list,66,parameters,0"
……说实话真危险。\!,"Map088.json,events,21,pages,5,list,68,parameters,0"
如果继续下去，可能会重演植物事件。,"Map088.json,events,21,pages,5,list,69,parameters,0"
尾巴果然很危险。太可怕了。,"Map088.json,events,21,pages,5,list,71,parameters,0"
只是被孩子碰一下就这样,"Map088.json,events,21,pages,5,list,72,parameters,0"
如果被成年人弄得疯狂……。,"Map088.json,events,21,pages,5,list,73,parameters,0"
我感觉到一丝寒意沿着脊梁骨滑落。,"Map088.json,events,21,pages,5,list,74,parameters,0"
是否再次观看事件？,"Map088.json,events,21,pages,6,list,1,parameters,0"
是,"Map088.json,events,21,pages,6,list,2,parameters,0,0"
否,"Map088.json,events,21,pages,6,list,2,parameters,0,1"
是,"Map088.json,events,21,pages,6,list,3,parameters,1"
女孩,"Map088.json,events,21,pages,6,list,6,parameters,0"
「摸摸～！」,"Map088.json,events,21,pages,6,list,7,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,6,list,9,parameters,0"
“诶？”,"Map088.json,events,21,pages,6,list,10,parameters,0"
一个女孩指着什么东西，眼睛闪闪发光。,"Map088.json,events,21,pages,6,list,12,parameters,0"
她的目光追随着晃动的尾巴。,"Map088.json,events,21,pages,6,list,13,parameters,0"
如果孩子对我这么感兴趣,"Map088.json,events,21,pages,6,list,15,parameters,0"
我也不能无视他们。,"Map088.json,events,21,pages,6,list,16,parameters,0"
虽然我很敏感，也有被变成植物的创伤,"Map088.json,events,21,pages,6,list,17,parameters,0"
虽然我不想让小妖狐碰我……,"Map088.json,events,21,pages,6,list,18,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,6,list,22,parameters,0"
「摸摸，可以吗？」,"Map088.json,events,21,pages,6,list,23,parameters,0"
女孩,"Map088.json,events,21,pages,6,list,26,parameters,0"
「可以吗？哇～！」,"Map088.json,events,21,pages,6,list,27,parameters,0"
试着说出大妖狐的样子,"Map088.json,events,21,pages,6,list,29,parameters,0"
可能是因为害羞，话语总是卡住。,"Map088.json,events,21,pages,6,list,30,parameters,0"
除了我和大妖狐，其他人还是第一次碰到我。,"Map088.json,events,21,pages,6,list,31,parameters,0"
当女孩轻轻触摸时,"Map088.json,events,21,pages,6,list,36,parameters,0"
她用全身紧紧地包裹住我『咕噜！』,"Map088.json,events,21,pages,6,list,37,parameters,0"
虽然只是孩子的力量，但我能感受到。,"Map088.json,events,21,pages,6,list,38,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,6,list,40,parameters,0"
「嗯嗯……♡,"Map088.json,events,21,pages,6,list,41,parameters,0"
（这、这是……）」,"Map088.json,events,21,pages,6,list,42,parameters,0"
闭上眼睛，静静忍耐。,"Map088.json,events,21,pages,6,list,44,parameters,0"
女孩胸中的尾巴动了起来。,"Map088.json,events,21,pages,6,list,45,parameters,0"
女孩紧紧抓住，不让它逃脱。,"Map088.json,events,21,pages,6,list,46,parameters,0"
女孩,"Map088.json,events,21,pages,6,list,49,parameters,0"
「嗯～～～！！！」,"Map088.json,events,21,pages,6,list,50,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,6,list,52,parameters,0"
「（这、这不好……！）,"Map088.json,events,21,pages,6,list,53,parameters,0"
对、对不起。差不多\.\.\.咳咳……！我、我要去了」,"Map088.json,events,21,pages,6,list,54,parameters,0"
最后强行停止，像是剥离一样。,"Map088.json,events,21,pages,6,list,60,parameters,0"
女孩表情有些不满足。,"Map088.json,events,21,pages,6,list,61,parameters,0"
虽然力量消失，腰也软了,"Map088.json,events,21,pages,6,list,62,parameters,0"
但还是设法开口。不想展示出尴尬的一面。,"Map088.json,events,21,pages,6,list,63,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,6,list,65,parameters,0"
「那、\.\.再、\.\.下、\.\.次、\.\.吧？」,"Map088.json,events,21,pages,6,list,66,parameters,0"
女孩,"Map088.json,events,21,pages,6,list,68,parameters,0"
「呜～～～。,"Map088.json,events,21,pages,6,list,69,parameters,0"
下次要玩得更开心哦！」,"Map088.json,events,21,pages,6,list,70,parameters,0"
……说实话真危险。\!,"Map088.json,events,21,pages,6,list,72,parameters,0"
如果继续下去，可能会重演植物事件。,"Map088.json,events,21,pages,6,list,73,parameters,0"
尾巴果然很危险。太可怕了。,"Map088.json,events,21,pages,6,list,75,parameters,0"
只是被孩子碰一下就这样,"Map088.json,events,21,pages,6,list,76,parameters,0"
如果被成年人弄得疯狂……。,"Map088.json,events,21,pages,6,list,77,parameters,0"
我感觉到一丝寒意沿着脊梁骨滑落。,"Map088.json,events,21,pages,6,list,78,parameters,0"
否,"Map088.json,events,21,pages,6,list,83,parameters,1"
女孩,"Map088.json,events,21,pages,7,list,2,parameters,0"
「摸摸～！」,"Map088.json,events,21,pages,7,list,3,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,7,list,5,parameters,0"
“诶？”,"Map088.json,events,21,pages,7,list,6,parameters,0"
看着她的身体，女孩眼睛发亮。,"Map088.json,events,21,pages,7,list,8,parameters,0"
她的目光集中在翅膀和羽毛上。,"Map088.json,events,21,pages,7,list,9,parameters,0"
女孩,"Map088.json,events,21,pages,7,list,11,parameters,0"
「嘿嘿，魔物娘，可以摸一下吗？」,"Map088.json,events,21,pages,7,list,12,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,7,list,14,parameters,0"
「嗯……嗯」,"Map088.json,events,21,pages,7,list,15,parameters,0"
女孩,"Map088.json,events,21,pages,7,list,18,parameters,0"
「耶♪」,"Map088.json,events,21,pages,7,list,19,parameters,0"
被告诉后回答。,"Map088.json,events,21,pages,7,list,23,parameters,0"
然后，脸变得更加明亮,"Map088.json,events,21,pages,7,list,24,parameters,0"
女孩子不停地触摸着羽毛。,"Map088.json,events,21,pages,7,list,25,parameters,0"
触摸翅膀。被触摸到翅膀的感觉很奇怪。,"Map088.json,events,21,pages,7,list,27,parameters,0"
触摸尾羽。异常敏感，差点发出奇怪的声音。,"Map088.json,events,21,pages,7,list,28,parameters,0"
被触摸到大腿周围的羽毛。,"Map088.json,events,21,pages,7,list,29,parameters,0"
女孩子的手感觉冰凉。,"Map088.json,events,21,pages,7,list,30,parameters,0"
女孩子,"Map088.json,events,21,pages,7,list,32,parameters,0"
「魔物娘，能用翅膀把我包起来吗……？」,"Map088.json,events,21,pages,7,list,33,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,7,list,36,parameters,0"
「包起来……？」,"Map088.json,events,21,pages,7,list,37,parameters,0"
包起来，按字面意思用翅膀覆盖就好了吧。,"Map088.json,events,21,pages,7,list,39,parameters,0"
像用手臂抱住女孩子一样，用翅膀包裹起来。,"Map088.json,events,21,pages,7,list,40,parameters,0"
然后，在胸前听到了「哇～♪」的声音。,"Map088.json,events,21,pages,7,list,41,parameters,0"
呼吸触碰到肌肤，有点痒。,"Map088.json,events,21,pages,7,list,42,parameters,0"
女孩子,"Map088.json,events,21,pages,7,list,45,parameters,0"
「柔软……温暖……。,"Map088.json,events,21,pages,7,list,46,parameters,0"
太棒了……毛茸茸，太棒了」,"Map088.json,events,21,pages,7,list,47,parameters,0"
女孩子的话听起来真的很舒服。,"Map088.json,events,21,pages,7,list,49,parameters,0"
但是，不能就这样放任不管。,"Map088.json,events,21,pages,7,list,50,parameters,0"
慢慢地……解开包裹,"Map088.json,events,21,pages,7,list,51,parameters,0"
她非常遗憾的表情，又变成了笑容。,"Map088.json,events,21,pages,7,list,52,parameters,0"
女孩子,"Map088.json,events,21,pages,7,list,55,parameters,0"
「谢谢魔物娘。,"Map088.json,events,21,pages,7,list,56,parameters,0"
下次再来抱抱我！」,"Map088.json,events,21,pages,7,list,57,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,7,list,59,parameters,0"
「嗯，再见」,"Map088.json,events,21,pages,7,list,60,parameters,0"
女孩子在考虑着如何结束。,"Map088.json,events,21,pages,7,list,62,parameters,0"
可能是受到了良好的教育，她在认真思考。,"Map088.json,events,21,pages,7,list,63,parameters,0"
既然如此，再摸一下也没关系。她这样想着,"Map088.json,events,21,pages,7,list,64,parameters,0"
但是回到原来的状态才是最重要的。,"Map088.json,events,21,pages,7,list,65,parameters,0"
是否再次观看事件？,"Map088.json,events,21,pages,8,list,1,parameters,0"
是,"Map088.json,events,21,pages,8,list,2,parameters,0,0"
否,"Map088.json,events,21,pages,8,list,2,parameters,0,1"
是,"Map088.json,events,21,pages,8,list,3,parameters,1"
女孩,"Map088.json,events,21,pages,8,list,6,parameters,0"
「摸摸～！」,"Map088.json,events,21,pages,8,list,7,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,8,list,9,parameters,0"
“诶？”,"Map088.json,events,21,pages,8,list,10,parameters,0"
看着她的身体，女孩眼睛发亮。,"Map088.json,events,21,pages,8,list,12,parameters,0"
她的目光集中在翅膀和羽毛上。,"Map088.json,events,21,pages,8,list,13,parameters,0"
女孩,"Map088.json,events,21,pages,8,list,15,parameters,0"
「嘿嘿，魔物娘，可以摸一下吗？」,"Map088.json,events,21,pages,8,list,16,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,8,list,18,parameters,0"
「嗯……嗯」,"Map088.json,events,21,pages,8,list,19,parameters,0"
女孩,"Map088.json,events,21,pages,8,list,22,parameters,0"
「耶♪」,"Map088.json,events,21,pages,8,list,23,parameters,0"
被告诉后回答。,"Map088.json,events,21,pages,8,list,27,parameters,0"
然后，脸变得更加明亮,"Map088.json,events,21,pages,8,list,28,parameters,0"
女孩子不停地触摸着羽毛。,"Map088.json,events,21,pages,8,list,29,parameters,0"
触摸翅膀。被触摸到翅膀的感觉很奇怪。,"Map088.json,events,21,pages,8,list,31,parameters,0"
