新人教会的人,"Map013.json,events,2,name"
「起！」,"Map013.json,events,10,pages,7,list,31,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,35,parameters,0"
“（果然一次不行吗）”,"Map013.json,events,10,pages,7,list,36,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,38,parameters,0"
“……\.\.哈啊！”,"Map013.json,events,10,pages,7,list,39,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,7,list,43,parameters,0"
「（……有不好的预感）」,"Map013.json,events,10,pages,7,list,44,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,46,parameters,0"
「如果继续下去的话肯定……」,"Map013.json,events,10,pages,7,list,47,parameters,0"
――十分钟后。,"Map013.json,events,10,pages,7,list,52,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,58,parameters,0"
“哈啊……\.\.哈啊……。\.\.\.,"Map013.json,events,10,pages,7,list,59,parameters,0"
对、对不起。\.\.真是……”,"Map013.json,events,10,pages,7,list,60,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,62,parameters,0"
「……不仅仅是外表,"Map013.json,events,10,pages,7,list,63,parameters,0"
连灵魂也发生了变质。,"Map013.json,events,10,pages,7,list,64,parameters,0"
\!所以……\.是的。\.\.\.非常抱歉」,"Map013.json,events,10,pages,7,list,65,parameters,0"
\C[27]清彦,"Map013.json,events,10,pages,7,list,68,parameters,0"
「不行吗？」,"Map013.json,events,10,pages,7,list,69,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,71,parameters,0"
“……很遗憾”,"Map013.json,events,10,pages,7,list,72,parameters,0"
能感受到血液迅速退去的感觉。,"Map013.json,events,10,pages,7,list,74,parameters,0"
这个身体没有手，甚至连脚都没有人的形状。,"Map013.json,events,10,pages,7,list,75,parameters,0"
这样的样子……能回到冒险者生活吗。,"Map013.json,events,10,pages,7,list,77,parameters,0"
不，能回到原来的生活吗。无论怎么想都不可能。,"Map013.json,events,10,pages,7,list,78,parameters,0"
来到这里寻宝，即使受伤也算了,"Map013.json,events,10,pages,7,list,80,parameters,0"
谁能预料到会一辈子变成哈比。,"Map013.json,events,10,pages,7,list,81,parameters,0"
不仅性别改变，种族也完全变了样,"Map013.json,events,10,pages,7,list,82,parameters,0"
只能一辈子扑腾着飞翔生活下去。,"Map013.json,events,10,pages,7,list,83,parameters,0"
震惊得昏了过去。,"Map013.json,events,10,pages,7,list,95,parameters,0"
晃晃悠悠地。身体摇摇晃晃。,"Map013.json,events,10,pages,7,list,96,parameters,0"
右翼贴在额头上……她失去了意识。,"Map013.json,events,10,pages,7,list,97,parameters,0"
教会的人,"Map013.json,events,10,pages,7,list,101,parameters,0"
“清彦先生！？,"Map013.json,events,10,pages,7,list,102,parameters,0"
请振作起来！！！”,"Map013.json,events,10,pages,7,list,103,parameters,0"
啊。这是梦。,"Map013.json,events,10,pages,7,list,105,parameters,0"
梦……因为是梦，醒来后就会变成男人——。,"Map013.json,events,10,pages,7,list,106,parameters,0"
清彦,"Map013.json,events,11,pages,0,list,1,parameters,0"
「正面墙上有镜子。,"Map013.json,events,11,pages,0,list,2,parameters,0"
为什么会在那种地方……」,"Map013.json,events,11,pages,0,list,3,parameters,0"
\C[27]清彦,"Map013.json,events,11,pages,1,list,1,parameters,0"
「正面的镜子里没有人影……」,"Map013.json,events,11,pages,1,list,2,parameters,0"
\C[27]清彦,"Map013.json,events,11,pages,2,list,1,parameters,0"
「会习惯这个样子吗……？」,"Map013.json,events,11,pages,2,list,2,parameters,0"
\C[27]清彦,"Map013.json,events,11,pages,3,list,1,parameters,0"
「会习惯这个样子吗……？,"Map013.json,events,11,pages,3,list,2,parameters,0"
但是总觉得，有点不协调。,"Map013.json,events,11,pages,3,list,3,parameters,0"
胸部和身体的平衡感……」,"Map013.json,events,11,pages,3,list,4,parameters,0"
\C[27]清彦,"Map013.json,events,11,pages,4,list,1,parameters,0"
「远看也能看到太多露出。,"Map013.json,events,11,pages,4,list,2,parameters,0"
……对了，这件衣服是大妖狐喜欢的吗？」,"Map013.json,events,11,pages,4,list,3,parameters,0"
\C[27]清彦,"Map013.json,events,11,pages,5,list,1,parameters,0"
「即使离镜子这么远，也能看出是个食人魔。,"Map013.json,events,11,pages,5,list,2,parameters,0"
更不用说……衣服的面积太小，看起来像个痴女。,"Map013.json,events,11,pages,5,list,3,parameters,0"
……啊啊，真想快点回去」,"Map013.json,events,11,pages,5,list,4,parameters,0"
